"ProcessFamily","Source","Subprocess","AppId","AppName","AppType","Role","ReleaseAnchor","PublicCloud2602","Catalog","Component","UsageType","MexicoRelevant","ValidationStatus","SourceFile"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Goods movement fallback","MIGO","Goods Movement, Post Goods Movement","SAP GUI","Other","S32PCE","Si","SAP_MM_BC_IM_PROCESS","MM-IM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Goods receipt","F0843","Post Goods Receipt for Purchasing Document","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_GR_PROCESS","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Goods receipt sin referencia","F3244","Post Goods Receipt without Reference","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_GR_PROCESS","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","GR/IR clearing","MR11","Clear GR/IR Accounts, Clear GR/IR Clearing Account","SAP GUI","Other","S32PCE","Si","SAP_SFIN_BC_IA_PER_GRIR","MM-IV-CA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Info records","F1982","Manage Purchasing Info Records","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-FIO-PUR-IR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitor supplier confirmations","F2359","Monitor Supplier Confirmations","Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PO","MM-PUR-GF-MON","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitoreo PO","F2358","Monitor Purchase Order Items","Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PO","MM-PUR-GF-MON","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitoreo PR","F2424","Monitor Purchase Requisition Items","Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-PUR-GF-MON","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Monitoreo scheduling agreements","F3143","Monitor Scheduling Agreement Items","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PUC","MM-FIO-PUR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Pedido de compra","F0842A","Manage Purchase Orders (Version 2)","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PO","MM-FIO-PUR-PO","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Physical inventory","F0379A","Manage Physical Inventory Documents","Transactional, Fact sheet","Inventory Manager","S32PCE","Si","SAP_MM_BC_IM_PI_MANAGE","MM-FIO-IM-PI","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Procesamiento de requisiciones","F1048A","Process Purchase Requisitions ( Version 2 )","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-FIO-PUR-REQ-SOC","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Procesamiento fallback","ME57","Assign and Process Purchase Requisitions","SAP GUI","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-PUR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Procurement overview","F1990","Procurement Overview Page","Transactional, Analytical","Purchaser","S32PCE","Si","SAP_PRC_BC_PRC_OVP","MM-PUR-HBA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Product master","F1602","Manage Product Master","Transactional","Master Data Specialist - Product Data","S32PCE","Si","SAP_CMD_BC_PR_MAINT","LO-MD-MM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Quota arrangements","F1877","Manage Quota Arrangements","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-PUR-SQ-QTA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Requisicion autoservicio","F1639A","My Purchase Requisitions - New","Transactional","Employee - Procurement","S32PCE","Si","SAP_PRC_BC_SSPPR_EMPLOYEE","MM-FIO-PUR-REQ-SSP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Requisicion autoservicio","F1643A","Create Purchase Requisition - New","Transactional","Employee - Procurement","S32PCE","Si","SAP_PRC_BC_SSPPR_EMPLOYEE","MM-FIO-PUR-REQ-SSP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Requisicion fallback","ME51N","Create Purchase Requisition - Advanced","SAP GUI","Other","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-PUR","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Requisicion profesional","F2229","Manage Purchase Requisition Professional","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PR","MM-FIO-PUR-REQ-PRF","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","RFQ","F2049","Manage RFQs","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-FIO-PUR-RFQ","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Scheduling agreements","F2179","Manage Scheduling Agreement","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PUC","MM-FIO-PUR-SQ-SCH","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Service entry","F2027","Manage Service Entry Sheets - Lean Services","Transactional","Employee - Procurement","S32PCE","Si","SAP_PRC_BC_PURCHASER_SES","MM-PUR-SVC-SES","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Source list","F1859","Manage Source Lists","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-FIO-PUR-SQ-SL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Sourcing comparison","F4863","Compare Supplier Quotations (Sourcing Project)","Transactional","Sourcing Manager","S32PCE","No / validar","SAP_PRC_BC_PURCHASER_SRC","MM-PUR-SRC-SPQ","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Sourcing project","F4861A","Manage Sourcing Projects (Version 2)","Transactional","Sourcing Manager","S32PCE","No / validar","SAP_PRC_BC_PURCHASER_SRC","MM-PUR-SRC-SP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Sourcing quotation","F4862","Manage Supplier Quotations (Sourcing Project)","Transactional","Sourcing Manager","S32PCE","No / validar","SAP_PRC_BC_PURCHASER_SRC","MM-PUR-SRC-SPQ","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Spend analytics","F0683","Purchasing Spend","Analytical","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_PURCH_ANALYTICS","MM-FIO-PUR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Stock analytics","F1076","Stock - Single Material","Analytical","Inventory Manager","S32PCE","Si","SAP_MM_BC_IM_MANAGE","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Stock management","F1062","Manage Stock","Transactional","Inventory Manager","S32PCE","Si","SAP_MM_BC_IM_MANAGE","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier confirmations","F5039","Manage Supplier Confirmations","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_CONF","MM-PUR-GF-CON","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier delivery performance","F1664A","Supplier Evaluation by Time (Version 2)","Analytical","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_PURCH_ANALYTICS","MM-FIO-PUR-ANA","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier evaluation","F1662A","Operational Supplier Evaluation (Version 2)","Analytical","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_PURCH_ANALYTICS","MM-FIO-PUR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier evaluation response","F1576","Supplier Evaluation Response","Transactional","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_CATEGORY_MGT","SLC-EVL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier invoice","F0859","Manage Supplier Invoices","Transactional","Accounts Payable Accountant - Procurement","S32PCE","Si","SAP_PRC_BC_INVOICER","MM-FIO-IV","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier invoice fallback","MIRO","Create Supplier Invoice - Advanced","SAP GUI","Other","S32PCE","Si","SAP_PRC_BC_INVOICER","MM-IV-LIV","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier invoice list","F1060A","Supplier Invoices List (Version 2)","Transactional","Accounts Payable Accountant - Procurement","S32PCE","Si","SAP_PRC_BC_INVOICER","MM-FIO-IV","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier master","F1053A","Manage Supplier Master Data","Transactional","Master Data Specialist - Business Partner Data","S32PCE","Si","SAP_CMD_BC_SUPPLIER_MAINT","LO-MD-FIO-VM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier quotations","F1991","Manage Supplier Quotations","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-FIO-PUR-RFQ","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Transfer stock cross-plant","F1957","Transfer Stock - Cross-Plant","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_PROCESS","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Transfer stock in plant","F1061","Transfer Stock - In Plant","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_PROCESS","MM-FIO-IM-SGM","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Workflow scheduling agreements","F3044","Manage Workflows for Scheduling Agreements","Transactional","Configuration Expert - Business Process Configuration","S32PCE","Si","SAP_PRC_BC_CONFIG","MM-FIO-PUR-SQ-SCH","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Workflow sourcing","F5289","Manage Workflows for Sourcing Projects","Transactional","Configuration Expert - Business Process Configuration","S32PCE","No / validar","SAP_PRC_BC_CONFIG","MM-PUR-SRC-SP","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"Source-to-Pay / Procure-to-Pay","P2P/S2P","Workflow supplier confirmations","F6194","Manage Workflows for Supplier Confirmations","Transactional","Configuration Expert - Business Process Configuration","S32PCE","Si","SAP_PRC_BC_CONFIG","MM-PUR-CNF-WFL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
